,Tweet,Suicide,clean_text
938,RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post ,rt patient hate want die
939,"@UnclaimedAna2 The worst part is I tire easily and I love napping. Fortunately I donât get tired until after work,â¦ https://t.co/EyDeIthBBG",Potential Suicide post ,worst part tire easily love napping fortunately donâ get tired work â
940,http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,Not Suicide post,chelsea brings chocolate diet coke happy
941,I think she was merely directing the comment at you because she thought you might want to know.,Not Suicide post,think merely directing comment thought might want know
942,I do not want all this.,Not Suicide post,want
943,Sometimes youâll never know how bad you fucked up until one day you wake up with nothing,Potential Suicide post ,sometimes youâ never know bad fucked one day wake nothing
944,RT @cparham65: Liberals say conservatives are evil. NOTHINGâs further from the truth! We believe in âlive &amp; let liveâ. Libs think that bigâ¦,Potential Suicide post ,rt liberals say conservatives evil nothingâ truth believe â live amp let liveâ libs think bigâ
945,"@youractionlink,Utah,Want to take that perfect selfie? Hereâs what you should be looking for in your phone camera!",Potential Suicide post ,utah want take perfect selfie hereâ looking phone camera
946,"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/bk4rdiwZSc",Potential Suicide post ,freekaavan another year passed still alone sad suffering ever live dignity willâ
947,"I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right?â¦ https://t.co/vloroTurEZ",Potential Suicide post ,want remind yâ without iris barry allen would dead right sheâ useless right â
948,"@RedMummy I feel better today, got some sleep and its not raining so can take the beasts out",Not Suicide post,feel better today got sleep raining take beasts
949,@CITYPUBLICITY During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,Not Suicide post,revamp shortly amp real trouble going good amp bag publicy
950,i want to be a businessman.,Not Suicide post,want businessman
951,AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post ,effects frozen repeat save edit want actually fucking die tookâ
952,Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,Not Suicide post,oh god sweet nicotine tar crave bad today wrong lol hahaha xx
953,@callumfloyd Welcome to the jungle!,Not Suicide post,welcome jungle
954,"@NFear,Chicago, IL,Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. Iâm done streaming, YouTube, and just playing games all together. Just donât wanna be here anymore.",Potential Suicide post ,chicago il life hard never thought iâ come onto social media vent talk feelings man life sucks dont want attention know tweet makes look like iâ done streaming youtube playing games together donâ wanna anymore
955,i am a 20 year old transgirl who has been on hormones for about 4 months recently i suffered from a depressive episode due to gender dysphoria until about a couple weeks ago i just got a job and i was presenting myself as female and using a female name the only problem is that i still look somewhat masculine so i get stared at constantly and dismissed i cannot connect with any of my coworkers because i look and act strange to them i know i am supposed to wait on these hormones but i am really scared what if they dont work what if i ll get beaten up what if i lose my job due to just being me i want to be happy but its so hard its gotten to the point where all i do is just think about death and hope maybe i will get a do over i just cant take any of this anymore,Potential Suicide post ,20 year old transgirl hormones 4 months recently suffered depressive episode due gender dysphoria couple weeks ago got job presenting female using female name problem still look somewhat masculine get stared constantly dismissed cannot connect coworkers look act strange know supposed wait hormones really scared dont work get beaten lose job due want happy hard gotten point think death hope maybe get cant take anymore
956,morning everyone.,Not Suicide post,morning everyone
957,"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",Potential Suicide post ,rt today one year ago lost neighbour friend suicide quote got worst times fâ
958,@T_sos2 9 tails or not if he wanted to kill him heâd be dead. Itachi couldâve killed him but he didnât want to...idâ¦ https://t.co/ndYXd8jgBu,Potential Suicide post ,9 tails wanted kill heâ dead itachi couldâ killed didnâ want idâ
959,RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,Not Suicide post,rt congratulations gorb graduating middle school hope strive greatness like cod4
960,I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,Not Suicide post,google quot insert microsd blackberry bold quot found though
961,"Awake....hopin my big brother gots time 4 me 2day, just a lil bit atleast. Yay but Katelyn might come up to hang with me",Not Suicide post,awake hopin big brother gots time 4 2day lil bit atleast yay katelyn might come hang
962,RT @Bob41Dylan: Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,Not Suicide post,rt happy birthday legendary neil young turns 73 today
963,"RT @darkles_sparkle: @GameOfThrones ""My name is Arya Stark. I want you to know that. The last thing youâre ever going to see is a Stark smiâ¦",Potential Suicide post ,rt name arya stark want know last thing youâ ever going see stark smiâ
964,"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",Not Suicide post,oh hell yeah list made passionately oops ment patiently
965,@ImWendy lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,Not Suicide post,lol yeah loud depends dryer get rid static sneaky bout dog lolx
966,somebody just fucking kill me please,Potential Suicide post ,somebody fucking kill please
967,@FuckenJew Too shy for that. Plus he already stole my brain in my sleep.,Not Suicide post,shy plus already stole brain sleep
968,@Linc4Justice nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones,Not Suicide post,nah unfortunate dont eat stuff cause want live years longer one smart ones
969,@mileycyrus yess I do ! and im in boston for a college fair and not school hahaa,Not Suicide post,yess im boston college fair school hahaa
970,@mikebairos we don't have tix just going to attend festivities,Not Suicide post,tix going attend festivities
971,happy birthdaaaaayyy bebe @noveloraineee ðgodbless youuu,Not Suicide post,happy birthdaaaaayyy bebe ð godbless youuu
972,@darkmagique O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish? Jaaaaaah ! Lolm !,Not Suicide post,yes sure sooo happy checked time onish jaaaaaah lolm
973,"Downloaded the pollock app, I quite like it! Drew a flower lolz http://twitpic.com/2y7t8",Not Suicide post,downloaded pollock app quite like drew flower lolz
974,I literally hate myself for reading this damn book,Potential Suicide post ,literally hate reading damn book
975,@FortniteGame Better be adding bouncers back then. No way yâall are dumb enough to add this big a game change thenâ¦ https://t.co/2GGc72XP5a,Potential Suicide post ,better adding bouncers back way yâ dumb enough add big game change thenâ
976,RT @VRachal33: I swear to move forward or get ahead in life,Not Suicide post,rt swear move forward get ahead life
977,@intelligensia And a following four day week,Not Suicide post,following four day week
978,@JosephSadowitz @trs63 @forensicpathmd @drjudymelinek @NRA I donât want your guns. Seriously. Iâm not sure who doesâ¦ https://t.co/1JZiyqovSd,Potential Suicide post ,donâ want guns seriously iâ sure doesâ
979,"@sallyinnorfolk awww, you'll have to use Twitter for company",Not Suicide post,use twitter company
980,@espiral08 we're coming back on sunday or monday!,Not Suicide post,coming back sunday monday
981,i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,Not Suicide post,realized month celebrate birthday watching wolverine movie wwe raw nice timing
982,in the process of making doll no. 2 and it's looking heaps better and cuter,Not Suicide post,process making doll 2 looking heaps better cuter
983,"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,manchester england rt dont want anymore
984,i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includâ¦ https://t.co/86DCY27jXT,Potential Suicide post ,cant wait get damn nose job take new selfies cause hate every single picture includâ
985,"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,videos comment amp suscribe amp follow cheers x
986,@thirdsectorlab Greetings.,Not Suicide post,greetings
987,@7anno he is a son of one of my friends,Not Suicide post,son one friends
988,f&amp;@k the weather!! I'm in Paris! Let's go have a beautiful day,Not Suicide post,f amp weather paris let go beautiful day
989,Iâm such a. Disgusting disappointment Iâve gotten visibly fatter my cheeks are puffy and my stomach has actually deâ¦ https://t.co/pzeLi6sSIH,Potential Suicide post ,iâ disgusting disappointment iâ gotten visibly fatter cheeks puffy stomach actually deâ
990,RT @RICHSOLEEK: Iâm happy I ainât the same person I was last year.,Not Suicide post,rt iâ happy ainâ person last year
991,almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,Potential Suicide post ,almost broke class negative thoughts kicking mf tired living hahahahahahahah
992,i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,Potential Suicide post ,keep repeating kill kill already ready listen inner thoughts attempted past last moment either live hellblaze pain becoming even bigger failure body stops mind screams sometimes body stops sometimes body give life lay wanting shed tear yet know one care lay quietly darkness days end try drown voices left music recently dont care listen stuck life ready listen voices ready listen inner shouts easier access guns life would much harder dont instead go either painfull way hope others continue carry sadly think lost mine
993,@paulhuse ouch,Not Suicide post,ouch
994,gonna go cut up some chickeeeen,Not Suicide post,gonna go cut chickeeeen
995,@tarik653 I didn't want to think about it.,Not Suicide post,want think
996,"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,cotulla tx lacoste tx rt dont want anymore
997,@foodphilosophy magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,Not Suicide post,magic rejuvenation hmm thinking triple oxygen mask blissage105 hang
998,JUST FUCKIN KILL ME,Potential Suicide post ,fuckin kill
999,@Bhavika looks like u found all the beer,Not Suicide post,looks like u found beer
1000,i just want to have a friend or a group of friends that dont leave me out,Potential Suicide post ,want friend group friends dont leave
1001,@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,Not Suicide post,lol today woman handle 7 kids inspires inspire
1002,#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,Potential Suicide post ,smallbizz entrepreneur entrepreneurlifestyle
1003,"RT @milatorres170: I never had to do the most , throw shade or hate. I can be quiet and bitches still want me dead. Thatâs pure Hate and Iâ¦",Potential Suicide post ,rt never throw shade hate quiet bitches still want dead thatâ pure hate iâ
1004,"RT @Sal929: @WyattEarpLA Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wins! Itâs notâ¦",Potential Suicide post ,rt iâ actually tired itâ like living home troubled deceitful child always wins itâ notâ
1005,Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,Not Suicide post,good morning sun shining going beach bff see later tan
1006,RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post ,rt patient hate want die
1007,But God does not only want us to be HAPPY; He wants us to be good.,Not Suicide post,god want us happy wants us good
1008,Photo: eatsleepdraw: so weirdÃ¯Â¿Â½ I like it. http://tumblr.com/xig1jujl3,Not Suicide post,photo eatsleepdraw weirdã â â½ like
1009,"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Potential Suicide post ,yo seriously need stop damn clingy people like bloody annoying hate
1010,@tonytay113 hi thanks for the follow! did you finish fob trail?,Not Suicide post,hi thanks follow finish fob trail
1011,I donât want them to come for my account. Literally the only thing keeping me through the miserable existence thatâ¦ https://t.co/XJF6MP8fJ7,Potential Suicide post ,donâ want come account literally thing keeping miserable existence thatâ
1012,RT @juicymarilee: i am such a loving and caring person,Not Suicide post,rt loving caring person
1013,@nomadicmatt i'd like to be linked on your site http://www.worldresolution.net/travel,Not Suicide post,like linked site
1014,"@nminers Wherever the day takes us! On route to Youlgreave at mo, sun is waking up!",Not Suicide post,wherever day takes us route youlgreave mo sun waking
1015,my sleep was disturbed. i am looking to end a career today,Not Suicide post,sleep disturbed looking end career today
1016,"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",Not Suicide post,well spend enough time may well subsidize habit
1017,,Not Suicide post,
1018,Tired of living day by day like everythingâs alright,Potential Suicide post ,tired living day day like everythingâ alright
1019,I just want to protect you...,Not Suicide post,want protect
1020,We had a visit from our lovely zone head today .... nice,Not Suicide post,visit lovely zone head today nice
1021,We were tired from the concert so we ate noodles instead. After weâd eaten Emily saw photos that the restaurant hasâ¦ https://t.co/uqI5KXdJD6,Potential Suicide post ,tired concert ate noodles instead weâ eaten emily saw photos restaurant hasâ
1022,RT @HanaMichels: I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keepâ¦,Potential Suicide post ,rt found suicide note fine wrote april seems like dates wrong year nbc commentators keepâ
1023,@MrsZee Go you,Not Suicide post,go
1024,"Fast &amp; Furious: New Model, Original Parts a really good film",Not Suicide post,fast amp furious new model original parts really good film
1025,Ecstatic that Wal-Mart now carries Sambazon!!!,Not Suicide post,ecstatic wal mart carries sambazon
1026,i was assigned to sit next to the most awesome student in my class (Y) hahaha,Not Suicide post,assigned sit next awesome student class hahaha
1027,"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing andâ¦",Not Suicide post,rt congratulations seye latest week keep creating keep writing andâ
1028,#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,Not Suicide post,success consists going failure failure without loss enthusiasm winston churchill quote persistence
1029,"@joyreaper @WolfensPride @BreitbartNews No doubt the Obamaâ fostered hate, division, chaos and anarchy! They are thâ¦ https://t.co/x5ch7odIZ9",Potential Suicide post ,doubt obamaâ fostered hate division chaos anarchy thâ
1030,"@SuccessorLuke,,I donât wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",Potential Suicide post ,donâ wanna anymore parents pressure much getting job like soliciting yet complain dont feel comfortable living house anymore want leave good go another country
1031,"@kingxhesh,,just fucking kill me already i dont want to be here anymore",Potential Suicide post ,fucking kill already dont want anymore
1032,"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",Potential Suicide post ,said job time shit cant wait see next time go maccas run
1033,Thinking of a hamsty bank account. That's a good idea to save. (^.^),Not Suicide post,thinking hamsty bank account good idea save
1034,"@saulashby I really like the photo. Nice interview, too",Not Suicide post,really like photo nice interview
1035,i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die ,Potential Suicide post ,dead wait see last words death whoever interestedi sorry youre better without youll learn live without wont difficult shall die
1036,But I know you want to hear about my examinations.,Not Suicide post,know want hear examinations
1037,feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped 3 months ago almost from a 4 year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it ,Potential Suicide post ,feeling numb hate job hate waking everyday feel nothing feel like autopilot got dumped 3 months ago almost 4 year relationship nothing cheers anymore parents another state go see whenever want know could actually end dream ways like car hitting killing instantly sometimes think taking bunch pills letting
1038,Got a &quot;thing&quot; for doctor chics.,Not Suicide post,got quot thing quot doctor chics
1039,"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",Potential Suicide post ,im okay lol literally cant explain everything much happened dont wanna anymore wtf even point literally cant want everything cant breathe right much im crying cant anymore
1040,@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post ,mean life miserable guess light end tunnel
1041,@yahoops thanks David,Not Suicide post,thanks david
1042,he didn't want her to go out with other man,Not Suicide post,want go man
1043,Cut my wrist and black my eeeeeyes,Potential Suicide post ,cut wrist black eeeeeyes
1044,Happieee birthday to our anni #AarthiSivaKarthikeyan ðð,Not Suicide post,happieee birthday anni aarthisivakarthikeyan ð ð
1045,Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,Potential Suicide post ,hate fact iâ damn near forced figure everything must done
1046,"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",Not Suicide post,mmm oj scrambled eggs w cheese toast gilmoregirls ahhh day amazing could get dryer work
1047,@gypsytrading,Not Suicide post,
1048,"@im2byteme I'm all for the Fair Tax, or Bush's deficit back. Something!",Not Suicide post,fair tax bush deficit back something
1049,"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",Not Suicide post,mainstream media reporting amp increasing occurrence fail whale know eventually friends catch
1050,"Seeing Eno on Thursday Brian Eno &amp; J. Peter Schwalm Ã¯Â¿Â½ Like Pictures, Pt. 2 (ntnet) ? http://blip.fm/~3xcys",Not Suicide post,seeing eno thursday brian eno amp j peter schwalm ã â â½ like pictures pt 2 ntnet
1051,"while im fuckin at it, http://is.gd/q86o buy a shirt please",Not Suicide post,im fuckin buy shirt please
1052,MEGA MONSTER MUNCH,Not Suicide post,mega monster munch
1053,I can just imagine how much of that Howard would want to know.,Not Suicide post,imagine much howard would want know
1054,God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,Not Suicide post,god damn vending machines depressing standing waiting sad little snack like pavlovian bitch happy tuesday
1055,i don't want to be here anymore,Potential Suicide post ,want anymore
1056,"Noticed something interesting about this emoticon: vs D: Totally different emotions, only difference is the placement of the eyes...",Not Suicide post,noticed something interesting emoticon vs totally different emotions difference placement eyes
1057,May you live every day of your life: Jonathan Swift,Not Suicide post,may live every day life jonathan swift
1058,"@derekmusial,,@landonb94 @KidsSeeGhoats ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",Potential Suicide post ,ok hold numbers correct anymore video two weeks old strength schedule record dont change much two weeks yall dont care top 4 division overranked begin else want
1059,RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,Not Suicide post,rt remembering legendary former presidentofindia sh apjabdulkalam auspicious birthday
1060,"i'm tired of everything, pls so i want to die.",Potential Suicide post ,tired everything pls want die
1061,"@hortovanyi The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",Not Suicide post,road widest smoothest great clear views way turn head right
1062,"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",Not Suicide post,scribes wear shoes press conference thanks jarnail singh
1063,just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,Not Suicide post,chillin p mean holidays nothing silence haha finally relaxing time book typical lt 3
1064,Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,Not Suicide post,watching morning deciding today think keep searching elusive job
1065,RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not Suicide post,rt 2 wins 2 weeks congratulations machine
1066,@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,Not Suicide post,loving n line moment bank balance liking great style made affordable style shopping
1067,@DonnieWahlberg Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too,Not Suicide post,lucky going see show ny hope bring europe fall
1068,"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",Not Suicide post,im tired today want lay bed full boys hugs sounds good probably look even better
1069,"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",Potential Suicide post ,nasty habit comparing girls damn hate
1070,yea Iâm tired of living by myself ð­,Potential Suicide post ,yea iâ tired living ð
1071,schÃ¯Â¿Â½nes Marketingwort: Stimulus Package http://www.dkny.com/sweepstakes/sweepstakes.php,Not Suicide post,schã â â½nes marketingwort stimulus package
1072,@philthatremains totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES!,Not Suicide post,totally jst started blasting atr 10am dude mom gonna kill cares
1073,"@SkylerTinney00,Graham, TX,RT @lilbluezcluez: i dont want to be here anymore",Potential Suicide post ,graham tx rt dont want anymore
1074,Tim Fischer was on to talk about his love for his family and hisâ¦,Not Suicide post,tim fischer talk love family hisâ
1075,All I want rn is to get home and take a fucking shower and die,Potential Suicide post ,want rn get home take fucking shower die
1076,"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",Not Suicide post,know thought putting stuff cat phobe instead phile glad kittys like dome
1077,RT @TheOceaneOpz: I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 games thâ¦,Potential Suicide post ,rt deadass hate damn psn name wish named powerpuff234 least one person every 2 3 games thâ
1078,hello new follwers,Not Suicide post,hello new follwers
1079,"Oops again, its t w i t t e r....",Not Suicide post,oops w e r
1080,"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",Not Suicide post,man want sancho succeed badly superstar needs believe
1081,@LaraRhiannon http://twitpic.com/2ybtf - Thats just the brilliance of Tim coming out ..,Not Suicide post,thats brilliance tim coming
1082,@Thehodge that is pretty awesome! it makes me want a smart car now! (and a cup of tea),Not Suicide post,pretty awesome makes want smart car cup tea
1083,"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",Not Suicide post,rt indian roller bird considered auspicious india incredibleindia tigrissafaris photooftheday wildlifephoto
1084,@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,Not Suicide post,new zealand looking forward starting already great night
1085,YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,Potential Suicide post ,make fucking cry every night dont even know
1086,"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",Not Suicide post,late night gaming guys fun times yesterday giddy day lt 3
1087,tonight's the last time i'll sport this Milla-Jovovich-esque hair http://tinyurl.com/6yabk6 ) will finally have a straight do tomorrow,Not Suicide post,tonight last time sport milla jovovich esque hair finally straight tomorrow
1088,#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,Not Suicide post,cloudforce top trend surprised loved
1089,Our plans are coming together nicely! I am very happy indeed today,Not Suicide post,plans coming together nicely happy indeed today
1090,"is laughing , i cant believe flea attacks dougie xx",Not Suicide post,laughing cant believe flea attacks dougie xx
1091,some people tweets a lot.ThatÃ¯Â¿Â½s cool...I guess,Not Suicide post,people tweets lot thatã â â½s cool guess
1092,@starrymilkteaa WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,Potential Suicide post ,wow adding thay list shit listen want die
1093,"@therealRC12,,Honestly I dont want to be here anymore....",Potential Suicide post ,honestly dont want anymore
1094,my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop ,Potential Suicide post ,unofficial diagnosis bipolar schizoaffective disorder nightmare much trial error sorts therapies medication cocktail 20 pills day gotten point function day day dont know feel right know though want stop
1095,"When I die, I want to have a closed casket service at my memorial. Then I want them to play âPop Goes The Weaselâ aâ¦ https://t.co/C4bKrK029g",Potential Suicide post ,die want closed casket service memorial want play â pop goes weaselâ aâ
1096,Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,Not Suicide post,celebrating minor banking triumph banking b got one admit wrong
1097,maybe i hate myself,Potential Suicide post ,maybe hate
1098,Iâm tired of living the regular life ð¤£,Potential Suicide post ,iâ tired living regular life ð
1099,RT @Yaanayanaa: Iâm tired of living like thisð,Potential Suicide post ,rt iâ tired living like thisð
1100,@thefreerpgblog Glad you enjoyed it!,Not Suicide post,glad enjoyed
1101,"To no one: I'm not fucking okay, stop asking me if I am. Stop asking me what's wrong. If I knew then I'd fucking saâ¦ https://t.co/iIXwUtp35x",Potential Suicide post ,one fucking okay stop asking stop asking wrong knew fucking saâ
1102,"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",Not Suicide post,hey stuff quite good get itunes
1103,"If you want to win, first you need to understand the game that you’re playing.",Not Suicide post,want win first need understand game playing
1104,http://twitpic.com/2y7tc - My bby is so adorable,Not Suicide post,bby adorable
1105,@willconley777 Thanks for helping share the PostRank love.,Not Suicide post,thanks helping share postrank love
1106,"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",Not Suicide post,interesting note twitter like branding tweet people follow thanks follow alister mark greg
1107,#spbpuk we've got a snorer in the IT Pro track! Really it's quite interesting,Not Suicide post,spbpuk got snorer pro track really quite interesting
1108,@cydneyw http://twitpic.com/2nvz6 - We're both famous,Not Suicide post,famous
1109,@ravogd my weird dreams are a part of my life now and make me who i am xxxxxxxxx,Not Suicide post,weird dreams part life make xxxxxxxxx
1110,tired of living this lonely life,Potential Suicide post ,tired living lonely life
1111,@helicon: that is opt-in DM invites!,Not Suicide post,opt dm invites
1112,"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tirâ¦ https://t.co/Vg9o3u1JZh",Potential Suicide post ,knew even reached dream could everything love sick could get tirâ
1113,"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",Not Suicide post,good morning everyone hope great start day raises cup coffee
1114,@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,Not Suicide post,good boy looks even cuter thing possible
1115,i want to kill him,Not Suicide post,want kill
1116,Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,Not Suicide post,appreciate grateful every given moment live life love joy enjoylife enjoyfriends
1117,"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't dâ¦ https://t.co/nNvLE2ehr5",Potential Suicide post ,fucking tired people tweet today omg stop treating romance like revolves around everything dâ
1118,@micheal25 Have a great day back at ya,Not Suicide post,great day back ya
1119,@R1B Too bad. Make it a good show,Not Suicide post,bad make good show
1120,The jobs front doesnt look so bleak today !!,Not Suicide post,jobs front doesnt look bleak today
1121,My work schedule for next week makes me want to DIE Iâm not ready,Potential Suicide post ,work schedule next week makes want die iâ ready
1122,@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,Not Suicide post,ye still rather imagine dad american superstar bum keeps happy
1123,RT @goghsreddevils: @bosco_dumpling @CoachLanter @Cam3ronmb @Gtownfootball1 Congratulations to Coach Lanter for winning his first career gaâ¦,Not Suicide post,rt congratulations coach lanter winning first career gaâ
1124,"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",Not Suicide post,rt oh heart hurts good love babe bad
1125,"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",Potential Suicide post ,crawling hell dont want anymore
1126,sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,sbux exclusively playing rostam beck loving
1127,Off work. Resisting the urge to go home and just fucking sleep forever tbh.,Potential Suicide post ,work resisting urge go home fucking sleep forever tbh
1128,@alexakesson follow @hedge_funds,Not Suicide post,follow
1129,"@julienviet the fluider an interface, the better, regardless of the purpose",Not Suicide post,fluider interface better regardless purpose
1130,@beijingboyce Who is @Maotai? I like Maotai spirit very much!,Not Suicide post,like maotai spirit much
1131,IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,Potential Suicide post ,im really kms cause damn test omg hate remembering today
1132,@stbalkcom do u know ur joe is on here now?,Not Suicide post,u know ur joe
